,star,reviews
3563,4,"At this price tag K112 is, indeed, cool. Strong and heavy. Torch has powerful bright flash. It can function as a Power Bank. FM works well without connecting the Headphone; volume is too much high.FM volume control does not work well to lower down the pitch to the soothing listening , even at its low pitch it is too high. Other volumes are ok and easily controllable. Sound quality is average. Call system is good. It can claim a good name in feature phone segment."
3564,5,the best mobile phone and very strong nice I am very happy today Thanks for flipkart
3565,5,excellent Mobile battery backups very good. mp3 song vol Good sounds. torch Ligh Good power. very strong mobile nice protect
3566,5,"Perfect in every place like battery. speaker. Torch. Sim slot.
Camera is perfect in vga catagory.
I love this"
3567,3,"Good quality product. Liked its rugged design. Simple cell phone, large digits on key pads
large size easy to hold especially for Senior Citizens. Excellent
flash light. Battery charge good once fully charge it good enough
for several days. Have used this phone for a two weeks no problems. I have not have not tried its power bank facility yet.
This is my personal view only. Also young kid are very inquisitive about this phone."
3568,4,"Received today, as mentioned delivery received on the day. Will Check & will post detailed review.
Thank you Flipkart & ekart.

Good Product, Charge remains almost for a month, Can Charge mobile once, But Gets Heated while Charging.
I tried charging also takes time to charge but, 100% Full. Once Device is charged, its near about to Drain ASAP.
Sound Quality is not that much Clear it Cracking. Though I will recommend this product is really good & SOLID.
Great Look with Metal Borders, But the..."
3569,4,Good phone for a normal usage. I gifted it to my mom works well for her.
3570,5,"Product is nice also i ordered in 1st sale i like display and battery also camera is good its value for money smartphone
Display 6.55 inch best part also 1st changed camera module looks primum ..."
3571,5,"The 6.5-inch screen is fairly decent, and is good enough for games and videos. You get Android 10 with Realme UI, which offers quite a lot of customisation options but has a lot of preloaded apps. The 13-megapixel rear camera takes decent shots, and there's also a depth sensor for portraits."
3572,5,I love realme and love you too Flipkart. Super 💯👌 mobile with super prize and specs
3573,5,"Very good budget phone , its good affordable smartphone in this price range , best in class 5000mah battery with powerful gaming processor , overall fabulous package ."
3574,5,"Mobile is really worth for money, design also good, in that price segment c11 and c2 is better choice. Battery backup also good. Thanks Flipkart, thanks for your fast delivery. Actually I am living in remote place but the Flipkart delivery that product within 3 days including this lockdown time. Thanks again this fast delivery Flipkart."
3575,5,This is amazing product it works properly and it's display also very good nice nice
3576,5,Wow amazing product this price and value for money and display is amazing nice mobile phone this price I am happy battery life is good
3577,5,"Superb product
>>Camera performance is too good at this price excellent shooter at this range.

>> Battery 🔋 life is too much better at this price really super.

>> Display ratio is fantastic and it’s aspect ratio is good and watching movies in this phone is amazing.

>> I brought a Rich Green Colour it’s looks gorgeous.

>>Worth of money.

>>Main advantage is its have New Media Tek Helio G35 process its good

Processor octa-core
Processor make MediaTek Helio G35
RAM 2GB
Internal storage ..."
3578,4,"Wonderful
Very good looking phone but it's slow ya it's slow
Again a good product by realme

Pros......
Look. 5/5
Camera . Very Good and has all camera options to capture good photos .
Powerful battery .. stays very long as well as given big charger
Big display and is very bright
Wonderfull user interface
Fast face unlock

Cons.
Phone is slow
Only 19 GB is free out of 32 gb
Display is little bit rigid to use"
3579,4,Good phone for a normal usage. I gifted it to my mom works well for her.
3580,5,"Product is nice also i ordered in 1st sale i like display and battery also camera is good its value for money smartphone
Display 6.55 inch best part also 1st changed camera module looks primum ..."
3581,5,"The 6.5-inch screen is fairly decent, and is good enough for games and videos. You get Android 10 with Realme UI, which offers quite a lot of customisation options but has a lot of preloaded apps. The 13-megapixel rear camera takes decent shots, and there's also a depth sensor for portraits."
3582,5,I love realme and love you too Flipkart. Super 💯👌 mobile with super prize and specs
3583,5,"Very good budget phone , its good affordable smartphone in this price range , best in class 5000mah battery with powerful gaming processor , overall fabulous package ."
3584,5,"Mobile is really worth for money, design also good, in that price segment c11 and c2 is better choice. Battery backup also good. Thanks Flipkart, thanks for your fast delivery. Actually I am living in remote place but the Flipkart delivery that product within 3 days including this lockdown time. Thanks again this fast delivery Flipkart."
3585,5,This is amazing product it works properly and it's display also very good nice nice
3586,5,Wow amazing product this price and value for money and display is amazing nice mobile phone this price I am happy battery life is good
3587,5,"Superb product
>>Camera performance is too good at this price excellent shooter at this range.

>> Battery 🔋 life is too much better at this price really super.

>> Display ratio is fantastic and it’s aspect ratio is good and watching movies in this phone is amazing.

>> I brought a Rich Green Colour it’s looks gorgeous.

>>Worth of money.

>>Main advantage is its have New Media Tek Helio G35 process its good

Processor octa-core
Processor make MediaTek Helio G35
RAM 2GB
Internal storage ..."
3588,4,"Wonderful
Very good looking phone but it's slow ya it's slow
Again a good product by realme

Pros......
Look. 5/5
Camera . Very Good and has all camera options to capture good photos .
Powerful battery .. stays very long as well as given big charger
Big display and is very bright
Wonderfull user interface
Fast face unlock

Cons.
Phone is slow
Only 19 GB is free out of 32 gb
Display is little bit rigid to use"
